hotel,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,arrival_date_num,stay_type,is_canceled
Resort Hotel,177,June,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,Non Refund,240.0,0.0,0,Transient,72.0,0,0,6,2.0,6,Medium Stay,1
City Hotel,74,May,2,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,132.6,0,3,5,2.0,5,Medium Stay,0
City Hotel,35,September,2,0,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient-Party,117.0,0,2,2,2.0,9,Short Stay,0
City Hotel,97,October,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29.0,0.0,0,Transient,140.0,0,0,4,1.0,10,Medium Stay,1
City Hotel,10,August,0,2,2,1.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,9.0,0.0,0,Transient,186.0,0,1,2,4.0,8,Short Stay,0
City Hotel,175,May,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,12.0,0.0,0,Transient,110.0,0,0,3,2.0,5,Short Stay,1
City Hotel,162,May,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,80.0,0,0,3,1.0,5,Short Stay,1
City Hotel,129,January,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,0,Non Refund,0.0,0.0,0,Transient,67.0,0,0,3,1.0,1,Short Stay,1
City Hotel,176,April,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,21.0,0.0,0,Transient,125.0,0,0,2,2.0,4,Short Stay,1
Resort Hotel,13,August,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,261.0,0,0,3,2.0,8,Short Stay,0
City Hotel,54,January,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,171.0,0.0,0,Transient,65.0,0,0,3,2.0,1,Short Stay,1
City Hotel,152,May,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,286.0,0.0,0,Transient,100.0,0,0,3,2.0,5,Short Stay,1
Resort Hotel,214,August,2,5,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,C,0,No Deposit,175.0,0.0,0,Transient,151.76,0,0,7,4.0,8,Medium Stay,0
Resort Hotel,247,July,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,242.0,0.0,0,Transient,137.7,0,1,5,2.0,7,Medium Stay,1
Resort Hotel,84,August,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,270.0,0,2,7,2.0,8,Medium Stay,1
City Hotel,53,August,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,168.3,0,1,1,2.0,8,Short Stay,0
City Hotel,29,October,1,0,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,119.0,0,1,1,2.0,10,Short Stay,0
Resort Hotel,10,April,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,410.0,0.0,0,Transient,63.0,0,0,4,2.0,4,Medium Stay,1
Resort Hotel,13,March,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,250.0,0.0,0,Transient,92.0,0,0,3,2.0,3,Short Stay,1
City Hotel,21,December,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient-Party,125.0,1,2,2,2.0,12,Short Stay,0
Resort Hotel,211,September,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,0,Contract,63.91,0,0,7,2.0,9,Medium Stay,0
City Hotel,180,October,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,70.0,0,0,1,2.0,10,Short Stay,1
Resort Hotel,5,May,1,1,2,0.0,0,BB,CPV,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,81.0,0,1,2,2.0,5,Short Stay,0
Resort Hotel,0,May,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,89.0,0,0,1,2.0,5,Short Stay,0
Resort Hotel,2,January,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,1,A,0,No Deposit,0.0,178.0,0,Transient,35.0,0,2,2,1.0,1,Short Stay,0
City Hotel,17,December,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,87.0,0,1,2,2.0,12,Short Stay,1
City Hotel,58,April,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,81.08,0,0,3,2.0,4,Short Stay,0
City Hotel,16,August,1,0,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,121.0,0,1,1,2.0,8,Short Stay,0
City Hotel,409,May,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,229.0,0.0,0,Transient-Party,112.67,0,1,3,2.0,5,Short Stay,0
City Hotel,62,May,1,1,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,0,Transient,144.0,0,0,2,2.0,5,Short Stay,0
Resort Hotel,288,April,2,7,2,0.0,1,Undefined,SWE,Groups,TA/TO,0,0,0,G,0,No Deposit,527.0,0.0,14,Transient-Party,131.0,0,1,9,3.0,4,Long Stay,0
City Hotel,66,March,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,0,No Deposit,154.0,0.0,0,Transient-Party,80.0,0,1,3,2.0,3,Short Stay,0
Resort Hotel,58,August,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,195.0,0,2,3,2.0,8,Short Stay,0
City Hotel,66,March,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,57.93,0,0,3,2.0,3,Short Stay,0
City Hotel,379,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,7,Short Stay,1
City Hotel,20,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,2,2.0,7,Short Stay,1
Resort Hotel,60,June,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,218.33,1,0,3,2.0,6,Short Stay,0
City Hotel,53,October,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,77.0,0.0,0,Transient-Party,120.0,0,0,1,1.0,10,Short Stay,0
City Hotel,316,May,0,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,142.2,0,1,2,3.0,5,Short Stay,1
City Hotel,70,April,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Contract,80.0,0,0,4,2.0,4,Medium Stay,1
City Hotel,23,April,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,129.0,0,1,2,2.0,4,Short Stay,0
City Hotel,21,June,2,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,0,No Deposit,9.0,0.0,0,Transient,190.0,0,0,4,2.0,6,Medium Stay,0
City Hotel,316,May,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,30.0,0.0,0,Transient-Party,100.0,0,0,3,1.0,5,Short Stay,0
City Hotel,235,May,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,1,3,2.0,5,Short Stay,1
City Hotel,241,June,3,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,106.2,1,1,9,2.0,6,Long Stay,0
City Hotel,141,May,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient-Party,104.55,0,1,4,2.0,5,Medium Stay,0
City Hotel,311,August,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Transient-Party,60.0,0,0,2,1.0,8,Short Stay,1
Resort Hotel,4,July,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,428.0,0,Transient,118.0,0,0,1,1.0,7,Short Stay,0
City Hotel,37,December,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,104.0,0,1,3,2.0,12,Short Stay,1
City Hotel,290,August,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Contract,62.0,0,0,2,2.0,8,Short Stay,1
Resort Hotel,137,August,1,4,2,2.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,C,0,No Deposit,5.0,0.0,0,Transient,189.6,0,3,5,4.0,8,Medium Stay,1
Resort Hotel,312,March,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,298.0,0.0,0,Transient-Party,30.0,0,0,7,2.0,3,Medium Stay,1
Resort Hotel,5,October,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,60.3,0,1,1,2.0,10,Short Stay,0
City Hotel,164,October,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,19.0,0.0,0,Transient-Party,100.0,0,0,2,1.0,10,Short Stay,0
Resort Hotel,6,October,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,54.0,1,0,3,2.0,10,Short Stay,0
City Hotel,138,June,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,8.0,0.0,0,Transient,109.8,0,1,3,2.0,6,Short Stay,1
City Hotel,107,June,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,187.0,0.0,0,Transient-Party,130.0,0,1,2,2.0,6,Short Stay,0
City Hotel,42,August,1,0,1,0.0,0,BB,MEX,Direct,Direct,0,0,0,A,2,No Deposit,14.0,0.0,0,Transient,95.0,0,0,1,1.0,8,Short Stay,0
Resort Hotel,14,July,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,241.0,0.0,0,Transient,75.46,1,1,5,2.0,7,Medium Stay,0
City Hotel,364,October,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,6.0,0.0,0,Transient-Party,101.5,0,0,2,2.0,10,Short Stay,1
City Hotel,115,March,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,41.0,0.0,22,Transient,70.0,0,0,2,1.0,3,Short Stay,1
City Hotel,15,March,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,121.33,0,1,3,1.0,3,Short Stay,0
Resort Hotel,67,November,1,2,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,411.0,0.0,0,Transient-Party,50.0,0,0,3,2.0,11,Short Stay,0
Resort Hotel,7,March,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,331.0,0,Transient,54.0,0,0,1,1.0,3,Short Stay,0
City Hotel,109,August,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,1,3,2.0,8,Short Stay,0
City Hotel,34,December,0,3,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,138.6,0,1,3,3.0,12,Short Stay,1
Resort Hotel,24,November,0,1,2,0.0,1,BB,PRT,Corporate,Corporate,0,0,0,A,1,No Deposit,0.0,342.0,0,Transient-Party,32.0,0,1,1,3.0,11,Short Stay,0
Resort Hotel,0,August,0,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,D,0,No Deposit,0.0,0.0,0,Transient,124.0,0,0,1,2.0,8,Short Stay,0
City Hotel,111,April,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37.0,0.0,0,Transient-Party,95.0,0,1,2,2.0,4,Short Stay,0
Resort Hotel,9,July,2,4,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,0.0,0.0,0,Transient,168.0,0,0,6,4.0,7,Medium Stay,0
City Hotel,287,August,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,1,2.0,8,Short Stay,1
City Hotel,90,January,2,1,3,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,139.8,0,0,3,3.0,1,Short Stay,0
City Hotel,82,August,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,1,No Deposit,10.0,0.0,0,Transient,125.0,0,0,3,1.0,8,Short Stay,0
Resort Hotel,68,May,0,3,2,0.0,1,BB,NGA,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,6.0,0.0,0,Transient,48.0,0,1,3,3.0,5,Short Stay,0
Resort Hotel,113,September,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,241.0,0.0,0,Transient,94.37,0,2,4,2.0,9,Medium Stay,0
City Hotel,57,September,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,117.45,0,2,4,2.0,9,Medium Stay,1
City Hotel,41,August,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,2,2.0,8,Short Stay,0
Resort Hotel,287,July,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,2,No Deposit,240.0,0.0,0,Transient,154.38,0,1,5,2.0,7,Medium Stay,0
Resort Hotel,70,August,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,0,Contract,135.0,0,0,7,2.0,8,Medium Stay,0
Resort Hotel,226,September,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,251.0,0.0,0,Transient,55.8,0,0,1,2.0,9,Short Stay,1
City Hotel,138,May,2,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,7.0,0.0,0,Transient,84.7,0,2,4,1.0,5,Medium Stay,0
City Hotel,94,March,1,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,16.0,0.0,0,Transient-Party,110.75,0,1,6,2.0,3,Medium Stay,0
City Hotel,160,July,1,0,2,0.0,1,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,52.0,0.0,0,Transient,89.1,0,2,1,3.0,7,Short Stay,0
Resort Hotel,40,January,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient,55.0,0,0,3,1.0,1,Short Stay,0
City Hotel,89,October,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,4,2.0,10,Medium Stay,1
City Hotel,49,November,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,28.0,0.0,0,Transient,60.0,0,0,5,2.0,11,Medium Stay,0
Resort Hotel,6,August,1,0,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient-Party,171.0,0,2,1,1.0,8,Short Stay,0
City Hotel,49,March,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,81.9,0,1,2,2.0,3,Short Stay,0
City Hotel,44,April,1,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,2,No Deposit,6.0,0.0,0,Transient-Party,75.0,0,0,4,1.0,4,Medium Stay,0
City Hotel,31,February,2,4,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,122.4,0,3,6,2.0,2,Medium Stay,1
Resort Hotel,0,February,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,146.0,1,0,1,3.0,2,Short Stay,0
City Hotel,129,August,2,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,125.0,0,1,7,2.0,8,Medium Stay,0
Resort Hotel,184,July,4,11,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,156.0,0.0,0,Contract,90.95,0,0,15,2.0,7,Long Stay,0
City Hotel,45,August,0,3,2,0.0,0,SC,BEL,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,3,2.0,8,Short Stay,1
City Hotel,40,March,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient-Party,73.1,0,1,3,2.0,3,Short Stay,0
City Hotel,54,March,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,15,D,1,No Deposit,94.0,0.0,0,Transient-Party,65.0,0,3,1,1.0,3,Short Stay,0
Resort Hotel,351,April,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,0,No Deposit,298.0,0.0,0,Transient-Party,68.0,0,0,7,1.0,4,Medium Stay,0
City Hotel,259,August,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,89.1,0,1,3,2.0,8,Short Stay,0
City Hotel,110,April,1,4,3,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,100.8,0,0,5,3.0,4,Medium Stay,1
City Hotel,137,June,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,125.0,0,0,2,2.0,6,Short Stay,1
Resort Hotel,0,May,0,0,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,D,0,No Deposit,240.0,0.0,0,Transient,0.0,0,1,0,2.0,5,Short Stay,0
Resort Hotel,1,February,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,58.0,0,1,1,2.0,2,Short Stay,0
Resort Hotel,214,June,2,5,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,11.0,0.0,0,Transient,68.4,0,0,7,2.0,6,Medium Stay,0
City Hotel,479,August,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,229.0,0.0,0,Transient-Party,112.67,0,1,3,2.0,8,Short Stay,0
Resort Hotel,112,March,1,0,2,0.0,0,BB,CHN,Groups,TA/TO,0,0,0,E,0,No Deposit,66.0,0.0,0,Transient,50.0,0,0,1,2.0,3,Short Stay,0
City Hotel,351,June,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,6,Short Stay,1
Resort Hotel,46,March,2,4,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,86.0,0,2,6,4.0,3,Medium Stay,0
City Hotel,309,August,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.8,0,0,3,2.0,8,Short Stay,1
City Hotel,136,July,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,116.1,0,1,4,2.0,7,Medium Stay,0
City Hotel,139,April,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,117.0,0,0,4,2.0,4,Medium Stay,1
City Hotel,15,May,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,0,No Deposit,86.0,0.0,0,Transient,112.8,0,0,1,2.0,5,Short Stay,0
City Hotel,4,August,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Contract,90.5,0,2,4,2.0,8,Medium Stay,0
City Hotel,414,December,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,3,2.0,12,Short Stay,1
Resort Hotel,80,September,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,241.0,0.0,0,Transient,55.44,0,1,4,1.0,9,Medium Stay,1
Resort Hotel,79,August,2,3,3,1.0,0,HB,PRT,Direct,Direct,0,0,0,H,0,No Deposit,250.0,0.0,0,Transient,259.0,0,0,5,4.0,8,Medium Stay,1
City Hotel,0,October,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,1,1.0,10,Short Stay,0
City Hotel,262,July,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1.0,0.0,0,Contract,62.0,0,0,2,2.0,7,Short Stay,1
City Hotel,40,March,1,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,98.1,0,2,4,3.0,3,Medium Stay,0
Resort Hotel,2,February,0,2,1,0.0,0,BB,Unkown,Corporate,TA/TO,0,0,2,A,0,No Deposit,0.0,356.0,0,Transient,35.0,0,0,2,1.0,2,Short Stay,0
Resort Hotel,24,April,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,250.0,0.0,0,Transient,59.18,1,0,4,2.0,4,Medium Stay,0
Resort Hotel,196,December,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0.0,308.0,0,Transient-Party,180.0,0,0,3,2.0,12,Short Stay,1
City Hotel,41,November,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,68.0,0,0,4,2.0,11,Medium Stay,0
City Hotel,133,April,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,390.0,0.0,0,Transient-Party,124.0,0,0,4,2.0,4,Medium Stay,0
City Hotel,71,September,1,2,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,152.1,0,2,3,3.0,9,Short Stay,1
City Hotel,11,November,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Contract,55.0,0,0,3,2.0,11,Short Stay,0
City Hotel,317,September,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,58.0,0.0,56,Transient,90.0,0,0,3,2.0,9,Short Stay,1
City Hotel,67,February,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,80.0,0,0,2,2.0,2,Short Stay,1
City Hotel,22,April,2,0,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,1,No Deposit,0.0,0.0,0,Transient,0.0,1,0,2,1.0,4,Short Stay,0
City Hotel,395,March,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,3,2.0,3,Short Stay,1
Resort Hotel,2,October,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,327.0,0.0,0,Transient,45.0,1,0,1,1.0,10,Short Stay,0
City Hotel,262,January,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient-Party,81.9,0,2,3,2.0,1,Short Stay,0
Resort Hotel,2,April,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,4,No Deposit,146.0,0.0,0,Transient-Party,54.0,0,0,1,2.0,4,Short Stay,0
City Hotel,157,July,1,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,91.38,0,0,4,2.0,7,Medium Stay,1
Resort Hotel,194,May,3,6,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,43.2,0,0,9,2.0,5,Long Stay,0
City Hotel,136,July,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1.0,0.0,0,Transient,60.0,0,0,3,2.0,7,Short Stay,1
City Hotel,72,December,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,79.2,0,2,1,2.0,12,Short Stay,1
City Hotel,4,July,0,3,1,0.0,0,BB,BRA,Corporate,Corporate,0,0,0,E,0,No Deposit,0.0,278.0,0,Transient-Party,147.0,0,0,3,1.0,7,Short Stay,0
Resort Hotel,11,August,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,0,No Deposit,242.0,0.0,0,Transient,316.5,0,4,4,2.0,8,Medium Stay,0
City Hotel,102,October,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,0,3,2.0,10,Short Stay,0
Resort Hotel,183,July,3,7,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,E,1,No Deposit,0.0,0.0,0,Transient,194.5,1,1,10,3.0,7,Long Stay,0
City Hotel,179,August,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Transient-Party,86.0,0,0,3,2.0,8,Short Stay,1
City Hotel,116,May,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,108.9,0,0,1,1.0,5,Short Stay,1
City Hotel,276,July,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1.0,0.0,0,Contract,62.0,0,0,2,2.0,7,Short Stay,1
